request_id,geoid,tract_name,county,request_type,request_text,service_tags,address
REQ-0157,06065040102,Census Tract 401.02,Riverside,General,"Senior needs tech help to join virtual community support meetings",volunteer_labor,"Tomas Rivera Middle School, 18300 Krameria Ave, Riverside, CA"
REQ-0158,06065040201,Census Tract 402.01,Riverside,Transportation,"Resident needs ride to airport to meet arriving family members",transportation,"La Sierra High School, 4145 La Sierra Ave, Riverside, CA"
REQ-0159,06065040202,Census Tract 402.02,Riverside,Medical,"Person with chronic pain needs assistance picking up prescription",medical,"Woodcrest Library, 16625 Krameria Ave, Riverside, CA"
REQ-0160,06065040203,Census Tract 402.03,Riverside,Food & Water,"Veteran living alone needs weekly meal delivery assistance",food_distribution,"Glen Avon Library, 9244 Galena St, Jurupa Valley, CA"
REQ-0161,06065040204,Census Tract 402.04,Riverside,Supplies,"Household needs face masks and air purifiers due to poor air quality",volunteer_labor,"Riverside Public Library, 3581 Mission Inn Ave, Riverside, CA"
REQ-0162,06065040302,Census Tract 403.02,Riverside,Mobility Help,"Parent in body cast needs help lifting toddler and managing household",mobility_assistance;heavy_lifting,"UCR, 900 University Ave, Riverside, CA"
REQ-0163,06065040303,Census Tract 403.03,Riverside,Childcare,"Single father needs school pickup help for two elementary-age kids",childcare,"Riverside City Hall, 3900 Main St, Riverside, CA"
REQ-0164,06065040304,Census Tract 403.04,Riverside,General,"Household needs help winterizing temporary housing",volunteer_labor,"Arlington Library, 9556 Magnolia Ave, Riverside, CA"
REQ-0165,06065040305,Census Tract 403.05,Riverside,Transportation,"Caregiver needs transportation assistance for disabled adult child",transportation,"La Sierra Library, 4600 La Sierra Ave, Riverside, CA"
REQ-0166,06065040403,Census Tract 404.03,Riverside,Medical,"New mother needs postpartum check-up but has no childcare for newborn",medical,"Moreno Valley City Hall, 14177 Frederick St, Moreno Valley, CA"
REQ-0167,06065040405,Census Tract 404.05,Riverside,Food & Water,"Mother with three kids under five needs infant food and snacks",food_distribution,"Moreno Valley Public Library, 25480 Alessandro Blvd, Moreno Valley, CA"
REQ-0168,06065040501,Census Tract 405.01,Riverside,Supplies,"Farmer needs animal feed for livestock after supply chain disruption",volunteer_labor,"Corona Public Library, 650 S Main St, Corona, CA"
REQ-0169,06065040502,Census Tract 405.02,Riverside,Mobility Help,"Elderly veteran needs help loading car for evacuation preparedness",mobility_assistance,"Corona City Hall, 400 S Vicentia Ave, Corona, CA"
REQ-0170,06065040503,Census Tract 405.03,Riverside,Childcare,"Parent with twins needs extra help during partner's hospitalization",childcare,"Norco City Hall, 2870 Clark Ave, Norco, CA"
REQ-0171,06065030101,Census Tract 301.01,Riverside,General,"Resident needs help navigating county assistance programs",volunteer_labor,"Norco Public Library, 3954 Old Hamner Rd, Norco, CA"
REQ-0172,06065030103,Census Tract 301.03,Riverside,Transportation,"Elderly neighbor needs ride to medical appointment, cannot drive",transportation,"Riverside Fire Station 1, 3401 University Ave, Riverside, CA"
REQ-0173,06065030200,Census Tract 302,Riverside,Medical,"Elderly resident fell and needs someone to help with daily wound dressing",medical,"North High School, 1550 Third St, Riverside, CA"
REQ-0174,06065030300,Census Tract 303,Riverside,Food & Water,"Elderly resident needs soft foods due to recent dental surgery",food_distribution,"Poly High School, 5450 Victoria Ave, Riverside, CA"
REQ-0175,06065030400,Census Tract 304,Riverside,Supplies,"Resident needs generator fuel to keep medical equipment running",volunteer_labor,"Ramona High School, 7675 Magnolia Ave, Riverside, CA"
REQ-0176,06065030602,Census Tract 306.02,Riverside,Mobility Help,"Wheelchair user needs pathway cleared of branches and debris",mobility_assistance,"Riverside Community College, 4800 Magnolia Ave, Riverside, CA"
REQ-0177,06065030700,Census Tract 307,Riverside,Childcare,"Grandparent needs childcare support while managing own health issues",childcare,"Fairmount Park, 2601 Fairmount Blvd, Riverside, CA"
REQ-0178,06065030800,Census Tract 308,Riverside,General,"Family needs help translating documents from English to Spanish",volunteer_labor,"Sycamore Canyon Wilderness Park, 4651 Central Ave, Riverside, CA"
REQ-0179,06065030900,Census Tract 309,Riverside,Transportation,"Family of four needs transport to evacuation center",transportation,"Bordwell Park, 2008 Martin Luther King Blvd, Riverside, CA"
REQ-0180,06065031001,Census Tract 310.01,Riverside,Medical,"Need insulin delivery for diabetic resident, pharmacy is far away",medical,"Reid Park, 701 N Orange St, Riverside, CA"
REQ-0181,06065031100,Census Tract 311,Riverside,Food & Water,"Neighbor lost power and all refrigerated food, needs replacement groceries",food_distribution,"Moreno Valley Community Park, 13380 Frederick St, Moreno Valley, CA"
REQ-0182,06065031200,Census Tract 312,Riverside,Supplies,"Need tarps and sandbags to protect damaged roof before rain",volunteer_labor,"March Air Reserve Base Chapel, 1621 Graeber St, Riverside, CA"
REQ-0183,06065031300,Census Tract 313,Riverside,Mobility Help,"Resident with arthritis needs help opening supply containers and boxes",mobility_assistance,"First Baptist Church of Riverside, 5500 Alessandro Blvd, Riverside, CA"
REQ-0184,06065031501,Census Tract 315.01,Riverside,Childcare,"Family needs bilingual childcare provider for Spanish-speaking children",childcare,"Corona Santiago High School, 1395 Foothill Pkwy, Corona, CA"
REQ-0185,06065031602,Census Tract 316.02,Riverside,General,"Resident needs help communicating with insurance adjuster",volunteer_labor,"Centennial High School, 1959 Jaguar Way, Corona, CA"
REQ-0186,06065031701,Census Tract 317.01,Riverside,Transportation,"Wheelchair-bound veteran needs accessible vehicle to pharmacy",transportation,"El Cerrito Middle School, 7581 El Cerrito Rd, Corona, CA"
REQ-0187,06065031702,Census Tract 317.02,Riverside,Medical,"Child has asthma and needs nebulizer supplies delivered urgently",medical,"Home Gardens Elementary School, 13550 Magnolia Ave, Corona, CA"
REQ-0188,06065031704,Census Tract 317.04,Riverside,Food & Water,"Family of five needs emergency food boxes, lost everything in fire",food_distribution,"Moreno Valley Fire Station 58, 15111 Indian St, Moreno Valley, CA"
REQ-0189,06065040102,Census Tract 401.02,Riverside,Supplies,"Family needs blankets and warm clothing for children",volunteer_labor,"Riverside Post Office, 3890 Orange St, Riverside, CA"
REQ-0190,06065040201,Census Tract 402.01,Riverside,Mobility Help,"Disabled man needs ramp installed at temporary housing entrance",mobility_assistance,"Corona Post Office, 590 W 6th St, Corona, CA"
REQ-0191,06065040202,Census Tract 402.02,Riverside,Childcare,"Single mother needs childcare while attending FEMA meetings",childcare,"Lake Perris State Recreation Area, 17801 Lake Perris Dr, Perris, CA"
REQ-0192,06065040204,Census Tract 402.04,Riverside,General,"Need volunteers to help sort donations at community center",volunteer_labor,"Perris City Hall, 101 N D St, Perris, CA"
REQ-0193,06065040302,Census Tract 403.02,Riverside,Transportation,"Single mother needs ride to pick up prescriptions for children",transportation,"Perris Branch Library, 163 E San Jacinto Ave, Perris, CA"
REQ-0194,06065040303,Census Tract 403.03,Riverside,Medical,"Resident needs blood pressure medication refill picked up",medical,"Val Verde Community Park, 30100 Val Verde Rd, Val Verde, CA"
REQ-0195,06065040304,Census Tract 403.04,Riverside,Food & Water,"Senior on fixed income needs groceries delivered this week",food_distribution,"Mead Valley Community Center, 21091 Rider St, Perris, CA"
REQ-0196,06065040305,Census Tract 403.05,Riverside,Supplies,"Resident needs cleaning supplies to start debris removal at home",volunteer_labor,"Good Hope Elementary School, 21501 Rider St, Perris, CA"
REQ-0197,06065040403,Census Tract 404.03,Riverside,Mobility Help,"Senior needs walker repaired or replaced after evacuation damage",mobility_assistance,"Tomas Rivera Middle School, 18300 Krameria Ave, Riverside, CA"
REQ-0198,06065040405,Census Tract 404.05,Riverside,Childcare,"Parent needs after-school care for two children during recovery period",childcare,"La Sierra High School, 4145 La Sierra Ave, Riverside, CA"
REQ-0199,06065040501,Census Tract 405.01,Riverside,General,"Resident needs help filling out insurance claim paperwork",volunteer_labor,"Woodcrest Library, 16625 Krameria Ave, Riverside, CA"
REQ-0200,06065040503,Census Tract 405.03,Riverside,Transportation,"Need transport for three elderly residents to community meal site",transportation,"Glen Avon Library, 9244 Galena St, Jurupa Valley, CA"
